# L1 Build Simulation (Up to date)
# 530 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
43.752,359.323,-4.96,-0.008,4.96,0.04,-22.828,-0.025,22.828,-179.938,1.989,0.039,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.116e5,0,10.939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.891e-4,NaN,NaN,NaN,NaN,1.989,12.518,968.471,338.885,0.5,0.917
44.252,356.845,-4.953,0.014,4.953,0.3,-23.785,-0.024,23.785,-179.941,1.839,0.3,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.113e5,0,10.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.88e-4,NaN,NaN,NaN,NaN,1.837,12.534,968.762,338.895,0.5,0.917
44.752,354.366,-4.961,-0.016,4.961,0.046,-24.709,-0.024,24.709,-179.943,1.86,0.043,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.117e5,0,10.929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.769e-4,NaN,NaN,NaN,NaN,1.861,12.551,969.052,338.905,0.5,0.917
45.252,351.892,-4.938,0.048,4.938,0.766,-25.735,-0.024,25.735,-179.946,2.242,0.764,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.107e5,0,11.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.791e-4,NaN,NaN,NaN,NaN,2.245,12.567,969.343,338.914,0.5,0.917
45.611,350.114,-4.957,-0.054,4.958,0.626,-26.5,-0.024,26.5,-179.947,2.018,0.624,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.116e5,0,10.909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.052e-4,NaN,NaN,NaN,NaN,1.927,12.583,969.633,338.924,0.359,0.917
46.111,347.637,-4.95,0.014,4.95,0.44,-27.455,-0.024,27.455,-179.949,1.798,0.44,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.113e5,0,10.974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.899e-4,NaN,NaN,NaN,NaN,1.796,12.594,969.842,338.931,0.5,0.918
46.561,345.412,-4.949,0.002,4.949,0.672,-28.331,-0.024,28.331,-179.951,2.1,0.672,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.114e5,0,10.975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.739e-4,NaN,NaN,NaN,NaN,2.138,12.61,970.132,338.941,0.45,0.918
47.061,342.935,-4.96,-0.021,4.96,0.111,-29.395,-0.024,29.395,-179.953,2.155,0.109,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.118e5,0,10.924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.952e-4,NaN,NaN,NaN,NaN,2.156,12.625,970.393,338.95,0.5,0.918
47.4,341.257,-4.921,0.114,4.926,1.361,-30.048,-0.024,30.048,-179.954,1.694,1.356,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.104e5,0,11.178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.003e-4,NaN,NaN,NaN,NaN,1.477,12.641,970.684,338.959,0.34,0.918
47.599,340.276,-4.945,-0.123,4.947,0.357,-30.392,-0.024,30.392,-179.954,1.761,0.335,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.113e5,0,10.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.644e-4,NaN,NaN,NaN,NaN,1.865,12.652,970.881,338.966,0.199,0.918
48.022,338.181,-4.958,-0.031,4.958,0.13,-31.126,-0.024,31.126,-179.956,1.707,0.127,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.119e5,0,10.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.71e-4,NaN,NaN,NaN,NaN,1.697,12.658,970.996,338.97,0.423,0.919
48.497,335.836,-4.934,0.051,4.934,0.763,-32.021,-0.024,32.021,-179.957,2.069,0.762,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.109e5,0,11.037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.687e-4,NaN,NaN,NaN,NaN,2.091,12.672,971.241,338.978,0.474,0.919
48.997,333.36,-4.97,-0.072,4.97,0.072,-33.055,-0.024,33.055,-179.958,2.07,0.004,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.124e5,0,10.867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.915e-4,NaN,NaN,NaN,NaN,2.071,12.687,971.516,338.987,0.5,0.919
49.497,330.884,-4.934,0.073,4.934,0.079,-34.087,-0.024,34.087,-179.96,2.055,0.03,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.109e5,0,11.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.949e-4,NaN,NaN,NaN,NaN,2.056,12.703,971.807,338.997,0.5,0.919
49.997,328.408,-4.968,-0.069,4.968,0.105,-35.105,-0.024,35.105,-179.961,2.016,0.079,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.124e5,0,10.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.905e-4,NaN,NaN,NaN,NaN,2.015,12.719,972.097,339.007,0.5,0.919
50.497,325.935,-4.925,0.086,4.925,0.582,-36.184,-0.024,36.184,-179.962,2.304,0.576,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.106e5,0,11.062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.907e-4,NaN,NaN,NaN,NaN,2.305,12.735,972.388,339.017,0.5,0.919
50.997,323.46,-4.974,-0.099,4.974,0.103,-37.34,-0.024,37.34,-179.963,2.318,0.029,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.128e5,0,10.837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.089e-4,NaN,NaN,NaN,NaN,2.319,12.751,972.678,339.026,0.5,0.92
51.497,320.986,-4.924,0.1,4.924,0.154,-38.484,-0.024,38.484,-179.965,2.26,0.117,-45,178,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.107e5,0,11.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.144e-4,NaN,NaN,NaN,NaN,2.26,12.768,972.968,339.036,0.5,0.92
51.997,318.514,-4.961,-0.074,4.961,0.667,-39.531,-0.024,39.531,-179.966,1.928,0.663,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.123e5,0,10.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.054e-4,NaN,NaN,NaN,NaN,1.925,12.784,973.258,339.046,0.5,0.92
52.381,316.613,-4.933,0.072,4.934,0.635,-40.319,-0.024,40.319,-179.966,2.171,0.63,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.112e5,0,11.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.838e-4,NaN,NaN,NaN,NaN,2.245,12.8,973.548,339.055,0.384,0.921
52.88,314.145,-4.961,-0.055,4.961,0.14,-41.386,-0.024,41.386,-179.967,2.106,0.129,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.124e5,0,10.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.992e-4,NaN,NaN,NaN,NaN,2.106,12.812,973.771,339.063,0.499,0.922
53.38,311.672,-4.933,0.056,4.933,0.128,-42.454,-0.024,42.454,-179.968,2.164,0.115,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.112e5,0,11.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.967e-4,NaN,NaN,NaN,NaN,2.165,12.828,974.06,339.073,0.5,0.922
53.88,309.199,-4.958,-0.049,4.958,0.288,-43.5,-0.023,43.5,-179.969,2.022,0.284,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.123e5,0,10.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.986e-4,NaN,NaN,NaN,NaN,2.021,12.844,974.35,339.082,0.5,0.923
54.38,306.727,-4.929,0.056,4.929,0.438,-44.457,-0.023,44.457,-179.97,1.805,0.434,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.112e5,0,11.021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.902e-4,NaN,NaN,NaN,NaN,1.804,12.86,974.64,339.092,0.5,0.923
54.88,304.256,-4.957,-0.055,4.957,0.371,-45.405,-0.023,45.405,-179.971,1.988,0.367,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.124e5,0,10.893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.725e-4,NaN,NaN,NaN,NaN,1.991,12.876,974.93,339.102,0.5,0.923
55.38,301.783,-4.931,0.052,4.931,0.191,-46.377,-0.023,46.377,-179.971,1.897,0.183,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.113e5,0,11.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.877e-4,NaN,NaN,NaN,NaN,1.896,12.892,975.22,339.112,0.5,0.923
55.88,299.312,-4.953,-0.042,4.953,0.394,-47.374,-0.023,47.374,-179.972,2.093,0.392,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.123e5,0,10.909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.789e-4,NaN,NaN,NaN,NaN,2.095,12.908,975.51,339.121,0.5,0.923
56.38,296.841,-4.934,0.036,4.934,0.058,-48.426,-0.023,48.426,-179.973,2.115,0.045,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.115e5,0,10.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.95e-4,NaN,NaN,NaN,NaN,2.115,12.924,975.8,339.131,0.5,0.924
56.88,294.37,-4.947,-0.025,4.947,0.414,-49.535,-0.023,49.535,-179.973,2.322,0.413,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.121e5,0,10.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.951e-4,NaN,NaN,NaN,NaN,2.324,12.941,976.09,339.141,0.5,0.924
57.38,291.9,-4.936,0.021,4.936,0.264,-50.663,-0.023,50.663,-179.974,2.19,0.263,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.117e5,0,10.975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.123e-4,NaN,NaN,NaN,NaN,2.189,12.957,976.38,339.151,0.5,0.925
57.88,289.429,-4.946,-0.02,4.946,0.208,-51.732,-0.023,51.732,-179.974,2.087,0.207,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.122e5,0,10.928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.009e-4,NaN,NaN,NaN,NaN,2.086,12.973,976.669,339.16,0.5,0.925
58.38,286.959,-4.933,0.026,4.933,0.339,-52.733,-0.023,52.733,-179.975,1.918,0.338,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.117e5,0,10.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.94e-4,NaN,NaN,NaN,NaN,1.917,12.989,976.959,339.17,0.5,0.925
58.88,284.489,-4.947,-0.028,4.947,0.086,-53.682,-0.023,53.682,-179.976,1.877,0.081,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.123e5,0,10.916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.806e-4,NaN,NaN,NaN,NaN,1.877,13.005,977.249,339.18,0.5,0.925
59.356,282.144,-4.911,0.077,4.911,0.967,-54.685,-0.023,54.685,-179.976,2.336,0.964,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.108e5,0,11.085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.79e-4,NaN,NaN,NaN,NaN,2.36,13.021,977.539,339.19,0.476,0.925
59.734,280.278,-4.952,-0.108,4.952,0.3,-55.548,-0.023,55.548,-179.976,2.23,0.28,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.126e5,0,10.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.104e-4,NaN,NaN,NaN,NaN,2.195,13.036,977.814,339.199,0.378,0.925
60.234,277.809,-4.923,0.057,4.923,0.32,-56.703,-0.023,56.703,-179.977,2.388,0.315,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.114e5,0,11.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.055e-4,NaN,NaN,NaN,NaN,2.388,13.048,978.032,339.206,0.5,0.926
60.621,275.903,-4.928,-0.011,4.929,0.976,-57.554,-0.023,57.554,-179.977,2.01,0.976,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.117e5,0,10.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.157e-4,NaN,NaN,NaN,NaN,1.897,13.064,978.322,339.216,0.387,0.927
60.941,274.324,-4.94,-0.038,4.94,0.236,-58.209,-0.023,58.209,-179.978,2.085,0.233,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.122e5,0,10.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.866e-4,NaN,NaN,NaN,NaN,2.128,13.077,978.546,339.223,0.32,0.927
61.441,271.855,-4.934,0.012,4.934,0.236,-59.281,-0.023,59.281,-179.978,2.203,0.236,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.119e5,0,10.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.932e-4,NaN,NaN,NaN,NaN,2.204,13.087,978.731,339.23,0.5,0.927
61.941,269.387,-4.939,-0.01,4.939,0.216,-60.409,-0.023,60.409,-179.979,2.311,0.216,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.122e5,0,10.939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.017e-4,NaN,NaN,NaN,NaN,2.312,13.103,979.02,339.239,0.5,0.927
62.441,266.922,-4.923,0.031,4.923,0.658,-61.482,-0.023,61.482,-179.979,1.982,0.658,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.115e5,0,11.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.107e-4,NaN,NaN,NaN,NaN,1.981,13.119,979.31,339.249,0.5,0.927
62.941,264.454,-4.947,-0.048,4.947,0.234,-62.445,-0.022,62.445,-179.979,1.868,0.229,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.126e5,0,10.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.842e-4,NaN,NaN,NaN,NaN,1.867,13.135,979.599,339.259,0.5,0.928
63.441,261.99,-4.911,0.071,4.911,0.695,-63.465,-0.022,63.465,-179.98,2.213,0.691,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.111e5,0,11.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.783e-4,NaN,NaN,NaN,NaN,2.214,13.151,979.888,339.268,0.5,0.928
63.839,260.031,-4.942,-0.076,4.942,0.563,-64.301,-0.022,64.301,-179.98,1.991,0.558,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.125e5,0,10.881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.006e-4,NaN,NaN,NaN,NaN,1.932,13.167,980.177,339.278,0.398,0.928
64.339,257.564,-4.925,0.033,4.925,0.254,-65.265,-0.022,65.265,-179.98,1.865,0.252,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.118e5,0,10.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.865e-4,NaN,NaN,NaN,NaN,1.865,13.18,980.407,339.286,0.5,0.928
64.839,255.097,-4.942,-0.033,4.942,0.043,-66.201,-0.022,66.201,-179.981,1.879,0.027,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.126e5,0,10.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.762e-4,NaN,NaN,NaN,NaN,1.879,13.196,980.696,339.296,0.5,0.928
65.339,252.631,-4.923,0.038,4.923,0.245,-67.171,-0.022,67.171,-179.981,2,0.242,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.118e5,0,10.994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.786e-4,NaN,NaN,NaN,NaN,2.001,13.212,980.986,339.305,0.5,0.929
65.839,250.166,-4.936,-0.027,4.936,0.478,-68.23,-0.022,68.23,-179.981,2.239,0.477,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.124e5,0,10.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.855e-4,NaN,NaN,NaN,NaN,2.241,13.228,981.275,339.315,0.5,0.929
66.321,247.788,-4.92,0.033,4.92,0.558,-69.246,-0.022,69.246,-179.982,1.97,0.557,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.118e5,0,11.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.047e-4,NaN,NaN,NaN,NaN,1.959,13.244,981.564,339.325,0.483,0.929
66.821,245.323,-4.942,-0.043,4.942,0.138,-70.247,-0.022,70.247,-179.982,2.035,0.131,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.127e5,0,10.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.831e-4,NaN,NaN,NaN,NaN,2.036,13.259,981.843,339.334,0.5,0.93
67.321,242.858,-4.92,0.044,4.92,0.051,-71.262,-0.022,71.262,-179.982,2.022,0.026,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.118e5,0,10.997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.897e-4,NaN,NaN,NaN,NaN,2.023,13.275,982.132,339.344,0.5,0.93
67.821,240.393,-4.94,-0.041,4.94,0.041,-72.272,-0.022,72.272,-179.983,2.021,0.004,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.127e5,0,10.902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.868e-4,NaN,NaN,NaN,NaN,2.021,13.291,982.421,339.354,0.5,0.93
68.321,237.928,-4.917,0.046,4.917,0.238,-73.312,-0.022,73.312,-179.983,2.137,0.233,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.118e5,0,11.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.885e-4,NaN,NaN,NaN,NaN,2.138,13.307,982.71,339.363,0.5,0.93
68.821,235.464,-4.939,-0.044,4.939,0.162,-74.4,-0.022,74.4,-179.983,2.215,0.155,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.952e-4,NaN,NaN,NaN,NaN,2.216,13.323,982.999,339.373,0.5,0.93
69.321,233,-4.917,0.045,4.917,0.107,-75.495,-0.022,75.495,-179.983,2.166,0.097,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.118e5,0,10.999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.032e-4,NaN,NaN,NaN,NaN,2.167,13.339,983.288,339.383,0.5,0.931
69.821,230.536,-4.938,-0.042,4.938,0.179,-76.557,-0.022,76.557,-179.984,2.079,0.174,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.974e-4,NaN,NaN,NaN,NaN,2.079,13.356,983.577,339.392,0.5,0.931
70.321,228.073,-4.916,0.044,4.916,0.21,-77.571,-0.022,77.571,-179.984,1.976,0.206,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.119e5,0,10.999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.926e-4,NaN,NaN,NaN,NaN,1.976,13.372,983.866,339.402,0.5,0.931
70.821,225.61,-4.937,-0.043,4.937,0.132,-78.543,-0.022,78.543,-179.984,1.914,0.125,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.831e-4,NaN,NaN,NaN,NaN,1.914,13.388,984.155,339.412,0.5,0.931
71.321,223.147,-4.914,0.046,4.914,0.218,-79.474,-0.022,79.474,-179.984,1.807,0.213,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.119e5,0,11.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.806e-4,NaN,NaN,NaN,NaN,1.807,13.404,984.444,339.421,0.5,0.931
